4212137;1104321488;1104437274;
4212137;1104437274;1104437293;
4212137;1104437293;1104437251;
4212137;1104437251;1104437267;
4212137;1104437267;1104437281;
4212137;1104437281;1104437298;
4212137;1104437298;1104437256;
4212137;1104437256;1104437272;
4212137;1104437272;1104437286;
4212137;1104437286;1104437248;
4212137;1104437248;1104437261;
4212137;1104437261;1104437278;
4212137;1104437278;2921542868;
4212137;2921542868;1104437291;
4212137;1104437291;2921542867;
4212137;2921542867;1104437254;
4212137;1104437254;2921542869;
4212137;2921542869;1104437265;
4212137;1104437265;1104437284;
4212137;1104437284;1104437296;
4212137;1104437296;1104437259;
4212137;1104437259;1104437270;
4246625;25398450;4080875384;
4246625;4080875384;25398453;
4246625;25398453;25398456;
4246625;25398456;25398458;
4246625;25398458;25398443;
4246625;25398443;680066405;
4246626;4051668058;25397009;
4246626;25397009;25397023;
4246626;25397023;25397021;
4246626;25397021;1103438336;
4247903;25417818;25417820;
4247903;25417820;25423004;
4247903;25423004;25423002;
4247904;3508431446;3508431369;
4247904;3508431369;25422913;
4247904;25422913;25422915;
4247904;25422915;3508431395;
4247904;3508431395;25422917;
4247904;25422917;25422919;
4257028;26015912;2490198494;
4257028;2490198494;26015910;
4257028;26015910;128580399;
4257028;128580399;4161788736;
4257055;26655678;26655680;
4257055;26655680;111383344;
4257055;111383344;3260551365;
4257055;3260551365;111383343;
4257055;111383343;3260551363;
4257055;3260551363;111383341;
4257055;111383341;3260551362;
4257055;3260551362;111383340;
4257055;111383340;3260551361;
4257055;3260551361;111386374;
4257055;111386374;3260551260;
4257055;3260551260;111386373;
4257055;111386373;3260551258;
4257055;3260551258;111386372;
4257055;111386372;111386371;
4257055;111386371;3260551257;
4257055;3260551257;3260551256;
4257055;3260551256;3260551255;
4257055;3260551255;111386370;
4257055;111386370;208788185;
4257055;208788185;111386369;
4257056;25507534;25507536;
4257056;25507536;25507538;
4257056;25507538;3933174065;
4257056;3933174065;3933174063;
4257056;3933174063;25507540;
4301283;88402756;4074529061;
4301283;4074529061;1329915962;
4301283;1329915962;88402759;
4301283;88402759;1329915960;
4301283;1329915960;1329915959;
4301283;1329915959;1329915957;
4301283;1329915957;88402762;
4301283;88402762;1333931462;
4301283;1333931462;198184987;
4301283;198184987;1333931460;
4301283;1333931460;198184994;
4301283;198184994;1330114078;
4301283;1330114078;1330114068;
4301283;1330114068;198184998;
4301283;198184998;198185006;
4301283;198185006;198185045;
4301283;198185045;88402766;
4301283;88402766;198185049;
4301283;198185049;198185072;
4301283;198185072;198185076;
4301283;198185076;198185083;
4301283;198185083;88402767;
4301283;88402767;198185089;
4301283;198185089;198185093;
4301283;198185093;88402772;
4301283;88402772;198185129;
4301283;198185129;198185134;
4301283;198185134;198185138;
4301283;198185138;198185141;
4301283;198185141;1315126568;
4301283;1315126568;1315126567;
4302771;1534487964;4565533024;
4302771;4565533024;1257550790;
4302771;1257550790;4565533025;
4302771;4565533025;1534488584;
4302771;1534488584;4565533018;
4302771;4565533018;1534488645;
4302771;1534488645;4565533019;
4302771;4565533019;1534487986;
4302771;1534487986;4565533016;
4302771;4565533016;4565533017;
4302771;4565533017;4565533015;
4302771;4565533015;1534487987;
4303050;1713469304;1710245014;
4303050;1710245014;26020361;
4303050;26020361;26020359;
4303051;26019627;1650574265;
4313118;241974348;241974349;
4313118;241974349;241974351;
4313118;241974351;241976889;
4313118;241976889;241973684;
4318430;256511085;26203624;
4318430;26203624;26203625;
4318430;26203625;25432060;
4318430;25432060;3448616040;
4318430;3448616040;25432058;
4318433;26210677;26210675;
4318433;26210675;1183529142;
4318433;1183529142;26210673;
4318433;26210673;26210671;
4318433;26210671;26210666;
4318433;26210666;1183529118;
4318433;1183529118;26210664;
4318433;26210664;1183529091;
4318433;1183529091;26210662;
4318433;26210662;506364843;
4318433;506364843;1183529075;
4318433;1183529075;26210660;
4318433;26210660;1706008019;
4318433;1706008019;506364840;
4318433;506364840;26210657;
4318433;26210657;1183529054;
4318433;1183529054;26210655;
4318433;26210655;1183529038;
4318433;1183529038;26210651;
4318433;26210651;1183529022;
4318433;1183529022;26210649;
4318433;26210649;26210647;
4318433;26210647;1183529005;
4318433;1183529005;26210645;
4318433;26210645;26210643;
4318433;26210643;1706008014;
4318433;1706008014;1183528993;
4318433;1183528993;26210639;
4318433;26210639;1183528983;
4318433;1183528983;26210636;
4318433;26210636;26210634;
4318433;26210634;1183528973;
4318433;1183528973;1706008001;
4318433;1706008001;1183528960;
4318433;1183528960;26210630;
4318433;26210630;1183528949;
4318433;1183528949;1183528938;
4318433;1183528938;26210624;
4318433;26210624;1183528932;
4318433;1183528932;26210622;
4318433;26210622;1183528920;
4318433;1183528920;506452170;
4318433;506452170;1183528913;
4318433;1183528913;26210620;
4318433;26210620;1184480906;
4318433;1184480906;1706008000;
4318433;1706008000;26210618;
4318433;26210618;1184480956;
4318433;1184480956;1183528899;
4318433;1183528899;26210613;
4319262;25422873;3508606125;
4319262;3508606125;3508606124;
4319262;3508606124;3508606114;
4319262;3508606114;3508606109;
4320465;4051956188;4051956189;
4320465;4051956189;26233183;
4320465;26233183;4192766158;
4320465;4192766158;26233181;
4320465;26233181;3694111406;
4320465;3694111406;256514466;
4320465;256514466;256514467;
4320935;26236366;26236367;
4320935;26236367;26236368;
4320935;26236368;26236369;
4320939;26230939;26236639;
4320939;26236639;26236638;
4320939;26236638;26236637;
4320939;26236637;26236636;
4320939;26236636;3849109536;
4320939;3849109536;26236635;
4320939;26236635;26236634;
